0.585608 0.700585 0.567822 0.056442 0.873248 0.381071 0.787106 0.589627 0.811596 0.038959 ,1.000000 1.000000 
0.030531 0.883105 0.516117 0.574142 0.675880 0.685694 0.562126 0.513682 0.940633 0.543246 ,1.000000 1.000000 
0.565491 0.464886 0.366417 0.400721 0.817308 0.365212 0.553179 0.434584 0.766335 0.350797 ,1.000000 1.000000 
0.984712 0.499034 0.271129 0.119833 0.809294 0.117928 0.914713 0.282268 0.606767 0.702928 ,1.000000 1.000000 
0.663185 0.587036 0.095935 0.056708 0.087416 0.749420 0.205568 0.402589 0.926609 0.472900 ,0.000000 0.000000 
0.926728 0.057645 0.467674 0.726525 0.574809 0.540302 0.440820 0.714317 0.621277 0.116076 ,1.000000 1.000000 
0.129832 0.413789 0.083813 0.946258 0.588026 0.829353 0.350465 0.375719 0.250328 0.573092 ,0.000000 0.000000 
0.221157 0.114511 0.250004 0.489330 0.797020 0.630534 0.174590 0.595845 0.774439 0.750780 ,0.000000 0.000000 
0.079950 0.170923 0.652984 0.707436 0.788760 0.565268 0.455715 0.129061 0.483142 0.991374 ,1.000000 1.000000 
0.401644 0.439978 0.906937 0.483618 0.478263 0.136715 0.888554 0.957905 0.360885 0.498558 ,1.000000 1.000000 
0.572385 0.046537 0.141848 0.651081 0.603221 0.014895 0.005467 0.996862 0.215038 0.004617 ,0.000000 0.000000 
0.903023 0.092389 0.075587 0.918978 0.932122 0.971670 0.507442 0.983737 0.006412 0.286414 ,1.000000 1.000000 
0.840652 0.811097 0.974828 0.386772 0.587492 0.369547 0.861130 0.247128 0.427611 0.434705 ,1.000000 1.000000 
0.099455 0.539604 0.846534 0.411862 0.130879 0.171272 0.136556 0.252823 0.338331 0.027657 ,0.000000 0.000000 
0.132266 0.216120 0.988063 0.951921 0.383590 0.074492 0.993069 0.865949 0.150529 0.116429 ,0.000000 0.000000 
0.605781 0.955655 0.632202 0.609558 0.612403 0.663342 0.393257 0.969741 0.083793 0.132397 ,1.000000 1.000000 
0.764738 0.387257 0.454521 0.436405 0.294563 0.834155 0.590427 0.225925 0.870086 0.190773 ,1.000000 1.000000 
0.168138 0.440810 0.986181 0.920090 0.465639 0.712979 0.135334 0.536360 0.826392 0.755510 ,1.000000 1.000000 
0.818952 0.795250 0.782068 0.812892 0.763287 0.720324 0.174984 0.676323 0.515202 0.391293 ,1.000000 1.000000 
0.656780 0.158363 0.078335 0.264038 0.374870 0.636966 0.884994 0.301077 0.309425 0.902109 ,0.000000 0.000000 
0.412527 0.119080 0.234571 0.588153 0.038019 0.015332 0.518769 0.412775 0.858292 0.351514 ,0.000000 0.000000 
0.686487 0.230933 0.371795 0.674339 0.311848 0.120843 0.583783 0.542027 0.230558 0.464277 ,0.000000 0.000000 
0.422452 0.182348 0.992339 0.752483 0.093932 0.755313 0.788644 0.839342 0.344704 0.530310 ,1.000000 1.000000 
0.654721 0.861518 0.264606 0.411758 0.688440 0.858387 0.017963 0.525936 0.196390 0.973296 ,1.000000 1.000000 
0.443081 0.674127 0.020287 0.349787 0.815821 0.376332 0.783588 0.474177 0.135078 0.624700 ,0.000000 0.000000 
0.694344 0.932807 0.362340 0.569268 0.417123 0.312602 0.367791 0.042357 0.385366 0.413475 ,0.000000 0.000000 
0.080911 0.348410 0.280431 0.956381 0.593892 0.650359 0.489122 0.645204 0.819937 0.084097 ,0.000000 0.000000 
0.792268 0.724080 0.861295 0.039137 0.540099 0.348681 0.164226 0.748822 0.100422 0.563122 ,0.000000 0.000000 
0.447752 0.501953 0.557206 0.459137 0.657920 0.358039 0.126294 0.929162 0.038085 0.396537 ,0.000000 0.000000 
0.013664 0.179408 0.539237 0.226537 0.294516 0.331650 0.805239 0.548130 0.561271 0.763678 ,0.000000 0.000000 
0.221482 0.721888 0.730461 0.909177 0.362318 0.611883 0.239038 0.034341 0.182212 0.045928 ,0.000000 0.000000 
0.361761 0.571095 0.199408 0.598580 0.941143 0.359469 0.994736 0.145824 0.398248 0.076624 ,0.000000 0.000000 
0.230047 0.206705 0.773084 0.265109 0.763897 0.359148 0.820128 0.496429 0.802867 0.724781 ,1.000000 1.000000 
0.905256 0.089193 0.921755 0.727408 0.359657 0.531283 0.866994 0.042681 0.433085 0.087361 ,0.000000 0.000000 
0.415979 0.611098 0.377716 0.605758 0.177699 0.196942 0.641044 0.550078 0.650865 0.450002 ,0.000000 0.000000 
0.348462 0.619591 0.513191 0.356741 0.923774 0.620446 0.751826 0.024555 0.597509 0.373293 ,1.000000 1.000000 
0.217589 0.690967 0.436146 0.079713 0.239836 0.839590 0.612047 0.562223 0.846427 0.176594 ,0.000000 0.000000 
0.976133 0.837852 0.588034 0.101408 0.325454 0.049314 0.929522 0.293929 0.595653 0.046644 ,0.000000 0.000000 
0.449276 0.839155 0.568996 0.181279 0.308429 0.265691 0.052735 0.973816 0.712260 0.209642 ,0.000000 0.000000 
0.519157 0.380135 0.602743 0.745532 0.792695 0.383230 0.582308 0.043094 0.114479 0.402879 ,0.000000 0.000000 
0.566400 0.851286 0.336009 0.489468 0.869487 0.979284 0.275399 0.077995 0.870462 0.437649 ,1.000000 1.000000 
0.816321 0.072952 0.654089 0.079248 0.591044 0.604093 0.764213 0.461305 0.309303 0.770333 ,1.000000 1.000000 
0.504741 0.656641 0.492481 0.586132 0.777617 0.716826 0.013691 0.513211 0.638419 0.901096 ,1.000000 1.000000 
0.313067 0.792339 0.566467 0.723414 0.010468 0.235241 0.696689 0.350132 0.628013 0.123423 ,0.000000 0.000000 
0.642711 0.130895 0.482771 0.229236 0.192340 0.118124 0.903430 0.804662 0.897158 0.833613 ,1.000000 1.000000 
0.981888 0.659042 0.941080 0.392113 0.811297 0.327252 0.408333 0.945599 0.833253 0.560955 ,1.000000 1.000000 
0.461068 0.086978 0.501370 0.119657 0.777757 0.360929 0.394875 0.245990 0.977754 0.155577 ,0.000000 0.000000 
0.845203 0.745667 0.521605 0.529558 0.689038 0.212156 0.989276 0.424601 0.216549 0.762128 ,1.000000 1.000000 
0.252891 0.547293 0.793132 0.693593 0.362029 0.600057 0.176779 0.091879 0.060953 0.803542 ,0.000000 0.000000 
0.566231 0.139407 0.594592 0.508654 0.908949 0.008922 0.084546 0.737851 0.539840 0.727496 ,0.000000 0.000000 
0.791167 0.337275 0.332167 0.482769 0.707054 0.928580 0.846320 0.212965 0.348248 0.722727 ,1.000000 1.000000 
0.869312 0.621418 0.478158 0.016284 0.655069 0.193588 0.529041 0.342130 0.821902 0.899097 ,1.000000 1.000000 
0.167410 0.022988 0.113572 0.723040 0.832290 0.833367 0.879332 0.282280 0.025090 0.699945 ,0.000000 0.000000 
0.919995 0.349386 0.569067 0.077243 0.933265 0.747669 0.979569 0.686382 0.993684 0.137457 ,1.000000 1.000000 
0.759231 0.166611 0.149242 0.865140 0.272357 0.964756 0.995619 0.712891 0.198569 0.464422 ,1.000000 1.000000 
0.160413 0.325861 0.398916 0.824861 0.055996 0.690184 0.789011 0.595257 0.731400 0.177240 ,0.000000 0.000000 
0.090420 0.932449 0.680117 0.551261 0.366572 0.330149 0.359863 0.032319 0.678734 0.166519 ,0.000000 0.000000 
0.851888 0.945680 0.430479 0.002341 0.286483 0.861044 0.975099 0.810919 0.503806 0.850022 ,1.000000 1.000000 
0.609928 0.426590 0.377890 0.148357 0.580426 0.247352 0.873111 0.647783 0.739446 0.774339 ,1.000000 1.000000 
0.716796 0.241182 0.710822 0.819359 0.731170 0.686433 0.569596 0.401600 0.918186 0.934047 ,1.000000 1.000000 
0.680497 0.844131 0.024196 0.120577 0.763697 0.338784 0.752392 0.321131 0.751206 0.352864 ,0.000000 0.000000 
0.116642 0.486965 0.156776 0.778756 0.617864 0.686207 0.349061 0.251420 0.691819 0.181574 ,0.000000 0.000000 
0.627014 0.991380 0.673062 0.938369 0.038519 0.993349 0.582651 0.578400 0.979340 0.462957 ,1.000000 1.000000 
0.497661 0.782556 0.252616 0.384498 0.142818 0.830212 0.593342 0.401913 0.626450 0.298089 ,0.000000 0.000000 
0.729886 0.861384 0.049437 0.990069 0.795175 0.687251 0.337525 0.780532 0.060490 0.571934 ,1.000000 1.000000 
0.324532 0.902193 0.642782 0.490792 0.156797 0.755975 0.002958 0.970001 0.866456 0.500814 ,1.000000 1.000000 
0.816502 0.974860 0.484112 0.102380 0.644343 0.757884 0.485118 0.965955 0.842244 0.004366 ,1.000000 1.000000 
0.138229 0.271556 0.967135 0.022439 0.339071 0.872150 0.537655 0.548728 0.725460 0.029700 ,0.000000 0.000000 
0.907371 0.951224 0.109316 0.958241 0.591008 0.923854 0.823709 0.037986 0.753562 0.275299 ,1.000000 1.000000 
0.244550 0.636083 0.098172 0.030411 0.484810 0.602652 0.615177 0.851865 0.363102 0.955396 ,0.000000 0.000000 
0.916589 0.136415 0.011449 0.829030 0.945743 0.084430 0.445005 0.158408 0.480234 0.258964 ,0.000000 0.000000 
0.561552 0.778439 0.782877 0.547623 0.775311 0.757606 0.086228 0.182410 0.275010 0.252732 ,0.000000 0.000000 
0.152971 0.995930 0.886670 0.910592 0.705356 0.683752 0.090637 0.961813 0.163654 0.580632 ,1.000000 1.000000 
0.363916 0.044980 0.783551 0.519601 0.584162 0.548432 0.364195 0.771134 0.139936 0.679834 ,0.000000 0.000000 
0.233424 0.047561 0.265857 0.453844 0.018837 0.497198 0.847183 0.542727 0.106215 0.447397 ,0.000000 0.000000 
0.735882 0.239577 0.360280 0.641408 0.411224 0.372442 0.559184 0.907628 0.915546 0.896740 ,1.000000 1.000000 
0.259799 0.298900 0.715713 0.474516 0.867413 0.398999 0.020064 0.447764 0.375788 0.754032 ,0.000000 0.000000 
0.576807 0.096012 0.111929 0.760588 0.159353 0.329162 0.382374 0.198396 0.081375 0.689558 ,0.000000 0.000000 
0.229169 0.495452 0.440235 0.431931 0.816151 0.706383 0.496201 0.743128 0.021000 0.267117 ,0.000000 0.000000 
0.865413 0.980293 0.934156 0.571921 0.128585 0.992998 0.704705 0.100623 0.501514 0.384557 ,1.000000 1.000000 
0.614001 0.767667 0.498668 0.599776 0.200197 0.169945 0.856780 0.701015 0.703038 0.373527 ,1.000000 1.000000 
0.773586 0.068248 0.848799 0.701413 0.468437 0.426834 0.064878 0.171560 0.241252 0.727449 ,0.000000 0.000000 
0.724413 0.912794 0.032892 0.311958 0.853368 0.720949 0.515192 0.338589 0.810905 0.539075 ,1.000000 1.000000 
0.638535 0.393258 0.169960 0.047139 0.509845 0.905516 0.666129 0.841407 0.497701 0.234563 ,0.000000 0.000000 
0.823995 0.844680 0.305909 0.346877 0.538421 0.324311 0.850940 0.913515 0.206820 0.530749 ,1.000000 1.000000 
0.252306 0.847630 0.714323 0.398335 0.415140 0.216799 0.417521 0.412878 0.099914 0.466937 ,0.000000 0.000000 
0.251691 0.317255 0.247796 0.843246 0.878389 0.194252 0.749714 0.879974 0.327348 0.613293 ,1.000000 1.000000 
0.195560 0.402743 0.846343 0.775819 0.160122 0.977347 0.727488 0.250517 0.667133 0.199753 ,1.000000 1.000000 
0.040221 0.419782 0.185078 0.930573 0.703624 0.115112 0.866643 0.034579 0.809670 0.048749 ,0.000000 0.000000 
0.976295 0.175344 0.541831 0.370955 0.020857 0.114934 0.732642 0.885463 0.558904 0.425245 ,0.000000 0.000000 
0.938703 0.503150 0.931383 0.138336 0.068881 0.025631 0.518630 0.635326 0.576270 0.172423 ,0.000000 0.000000 
0.307801 0.983733 0.537468 0.235389 0.603683 0.725375 0.513215 0.623851 0.435698 0.632750 ,1.000000 1.000000 
0.501542 0.609358 0.925790 0.375759 0.395352 0.644320 0.475015 0.534259 0.686347 0.153190 ,1.000000 1.000000 
0.658426 0.321843 0.717113 0.124973 0.646288 0.515907 0.672150 0.316118 0.848027 0.158581 ,0.000000 0.000000 
0.575442 0.842476 0.825635 0.088433 0.178281 0.346048 0.912117 0.233274 0.998904 0.934314 ,1.000000 1.000000 
0.518890 0.338225 0.093270 0.075240 0.722332 0.959005 0.275847 0.641386 0.924483 0.890627 ,1.000000 1.000000 
0.989167 0.633077 0.549423 0.924388 0.576358 0.810833 0.897891 0.293237 0.131468 0.298873 ,1.000000 1.000000 
0.697395 0.260351 0.464421 0.299021 0.503167 0.612237 0.034611 0.952855 0.948261 0.055994 ,0.000000 0.000000 
0.218586 0.327506 0.386269 0.294803 0.559256 0.193062 0.416538 0.632591 0.233116 0.676392 ,0.000000 0.000000 
0.579756 0.590657 0.406187 0.974296 0.564508 0.408797 0.275917 0.300154 0.878505 0.213925 ,1.000000 1.000000 
0.820592 0.079456 0.363145 0.951612 0.498030 0.050371 0.338664 0.221749 0.773092 0.560243 ,0.000000 0.000000 
0.678945 0.326959 0.512242 0.681690 0.241378 0.568396 0.582011 0.949554 0.932209 0.030632 ,1.000000 1.000000 
0.916991 0.837043 0.134537 0.221600 0.807764 0.075408 0.164915 0.771729 0.953515 0.545008 ,1.000000 1.000000 
0.934764 0.533201 0.920891 0.310380 0.206300 0.658970 0.769233 0.026455 0.673858 0.102761 ,1.000000 1.000000 
0.875328 0.491679 0.734582 0.874661 0.961129 0.558094 0.030359 0.444509 0.447900 0.936236 ,1.000000 1.000000 
0.855750 0.971231 0.952398 0.785903 0.074794 0.560429 0.430639 0.399691 0.827076 0.871018 ,1.000000 1.000000 
0.788543 0.167985 0.365546 0.052097 0.525176 0.225005 0.364645 0.059493 0.621402 0.061596 ,0.000000 0.000000 
0.535301 0.461824 0.374423 0.086790 0.178917 0.597555 0.915990 0.253378 0.264836 0.908019 ,0.000000 0.000000 
0.561410 0.370177 0.797839 0.716881 0.463919 0.816429 0.416497 0.185456 0.155749 0.368434 ,0.000000 0.000000 
0.520167 0.528417 0.847081 0.485518 0.784704 0.597489 0.968224 0.498888 0.293919 0.464090 ,1.000000 1.000000 
0.341489 0.357424 0.350081 0.557604 0.478965 0.625870 0.520267 0.781074 0.844150 0.173821 ,1.000000 1.000000 
0.927103 0.991001 0.711462 0.220010 0.540663 0.861997 0.653426 0.149101 0.343795 0.328133 ,1.000000 1.000000 
0.679762 0.668605 0.595527 0.453467 0.441569 0.247366 0.588337 0.700560 0.891044 0.624092 ,1.000000 1.000000 
0.719815 0.245579 0.727288 0.810043 0.649516 0.669068 0.828377 0.354442 0.188949 0.066995 ,1.000000 1.000000 
0.786827 0.276703 0.988806 0.452536 0.596142 0.181228 0.573954 0.372830 0.401096 0.688987 ,1.000000 1.000000 
0.977756 0.008686 0.172777 0.324970 0.150705 0.797142 0.959859 0.143639 0.177739 0.153047 ,0.000000 0.000000 
0.565678 0.632928 0.441441 0.527887 0.753367 0.488903 0.658033 0.176000 0.264569 0.092480 ,0.000000 0.000000 
0.015049 0.642767 0.095404 0.579290 0.315572 0.371697 0.283712 0.199161 0.879432 0.830754 ,0.000000 0.000000 
0.711620 0.072971 0.276818 0.909385 0.737239 0.830795 0.869027 0.242468 0.226628 0.490932 ,1.000000 1.000000 
0.318219 0.592745 0.970881 0.661169 0.046075 0.114368 0.395782 0.465520 0.497972 0.204567 ,0.000000 0.000000 
0.109058 0.469619 0.915437 0.333017 0.125744 0.939353 0.884548 0.247231 0.727899 0.098122 ,0.000000 0.000000 
0.212680 0.016727 0.364145 0.546340 0.412087 0.560040 0.955370 0.457294 0.278873 0.504271 ,0.000000 0.000000 
0.320451 0.375438 0.604431 0.565785 0.900102 0.553037 0.588569 0.500907 0.690795 0.690144 ,1.000000 1.000000 
0.739357 0.526425 0.776622 0.923917 0.610333 0.655640 0.886020 0.017073 0.281496 0.079758 ,1.000000 1.000000 
0.067810 0.512792 0.841142 0.116033 0.404416 0.870912 0.329209 0.651881 0.808196 0.844727 ,1.000000 1.000000 
0.656561 0.508951 0.340721 0.785330 0.437809 0.522412 0.232240 0.208656 0.971092 0.210504 ,0.000000 0.000000 
0.584291 0.361123 0.998511 0.271380 0.767298 0.364006 0.310411 0.092768 0.438729 0.089625 ,0.000000 0.000000 
0.796538 0.908474 0.974423 0.882375 0.316742 0.087788 0.893273 0.337363 0.493379 0.815806 ,1.000000 1.000000 
0.792596 0.640683 0.596970 0.433523 0.001167 0.619540 0.775573 0.684792 0.921994 0.421114 ,1.000000 1.000000 
0.754870 0.254769 0.686979 0.222286 0.342828 0.643032 0.785760 0.943658 0.589751 0.387388 ,1.000000 1.000000 
0.417981 0.175732 0.938231 0.775854 0.607878 0.842338 0.841152 0.218485 0.650570 0.164818 ,1.000000 1.000000 
0.386865 0.874931 0.158630 0.275828 0.809810 0.020898 0.613605 0.782415 0.919706 0.856737 ,1.000000 1.000000 
0.144929 0.441750 0.271280 0.039453 0.120751 0.413019 0.126657 0.726592 0.223171 0.809699 ,0.000000 0.000000 
0.774383 0.008256 0.923516 0.398281 0.394381 0.013289 0.636421 0.377934 0.763775 0.723442 ,1.000000 1.000000 
0.492795 0.835802 0.054409 0.064386 0.907887 0.240029 0.522896 0.896682 0.968481 0.420766 ,1.000000 1.000000 
0.043262 0.906843 0.457125 0.638607 0.411247 0.339332 0.593956 0.561205 0.680453 0.468153 ,1.000000 1.000000 
0.914820 0.132738 0.959670 0.517821 0.332150 0.915239 0.109033 0.723255 0.439455 0.667153 ,1.000000 1.000000 
0.105540 0.536438 0.252180 0.578497 0.114940 0.920278 0.759113 0.191470 0.576491 0.568956 ,0.000000 0.000000 
0.739640 0.432950 0.004372 0.588865 0.236599 0.469501 0.045547 0.402253 0.699596 0.372385 ,0.000000 0.000000 
0.667564 0.671797 0.277206 0.418839 0.402146 0.884119 0.449225 0.288067 0.556984 0.026450 ,0.000000 0.000000 
0.781979 0.814034 0.440487 0.620568 0.891764 0.693179 0.948670 0.176657 0.743869 0.101537 ,1.000000 1.000000 
0.176636 0.785151 0.751119 0.561008 0.096245 0.195545 0.995694 0.449859 0.163080 0.696924 ,0.000000 0.000000 
0.392937 0.192842 0.432509 0.262125 0.969492 0.290042 0.099677 0.032630 0.785794 0.072358 ,0.000000 0.000000 
0.414287 0.976946 0.034874 0.074984 0.991731 0.068044 0.311684 0.047236 0.040568 0.645161 ,0.000000 0.000000 
0.413590 0.885629 0.977765 0.663346 0.774046 0.346036 0.923865 0.071316 0.282119 0.623444 ,1.000000 1.000000 
0.129223 0.917356 0.957526 0.113443 0.659033 0.087929 0.226852 0.792571 0.370667 0.300638 ,0.000000 0.000000 
0.382716 0.995842 0.975521 0.782401 0.855651 0.503520 0.712077 0.516849 0.569387 0.470943 ,1.000000 1.000000 
0.802745 0.574588 0.616574 0.744457 0.908119 0.835564 0.680424 0.916234 0.299001 0.462496 ,1.000000 1.000000 
0.277879 0.194167 0.550257 0.254459 0.422132 0.430681 0.087089 0.345675 0.215663 0.205925 ,0.000000 0.000000 
0.201886 0.881559 0.381319 0.582821 0.029522 0.060736 0.883710 0.543702 0.755711 0.938312 ,1.000000 1.000000 
0.716814 0.962127 0.539329 0.462011 0.691466 0.574263 0.329141 0.981296 0.940490 0.074916 ,1.000000 1.000000 
0.928657 0.091919 0.387392 0.401136 0.030478 0.893461 0.076533 0.642930 0.304430 0.890423 ,0.000000 0.000000 
0.159649 0.171250 0.838518 0.224416 0.242754 0.443929 0.276247 0.156822 0.061831 0.150551 ,0.000000 0.000000 
0.467393 0.659084 0.476619 0.783405 0.106148 0.690124 0.062105 0.604420 0.335240 0.396521 ,0.000000 0.000000 
0.156445 0.494141 0.073874 0.466947 0.386094 0.903248 0.569302 0.751568 0.256455 0.161487 ,0.000000 0.000000 
0.371506 0.753909 0.102703 0.883672 0.709815 0.072454 0.826956 0.854922 0.903258 0.200884 ,1.000000 1.000000 
0.565416 0.204848 0.451969 0.086499 0.020639 0.297258 0.634480 0.605363 0.519896 0.040286 ,0.000000 0.000000 
0.079261 0.849606 0.557342 0.321535 0.910118 0.927068 0.455158 0.072598 0.095997 0.941633 ,1.000000 1.000000 
0.457540 0.450368 0.886356 0.712954 0.382551 0.066610 0.628659 0.097523 0.324612 0.849822 ,0.000000 0.000000 
0.369472 0.163691 0.764560 0.729913 0.074508 0.002702 0.987003 0.636604 0.623941 0.352356 ,0.000000 0.000000 
0.801141 0.099120 0.957255 0.032712 0.163481 0.455204 0.421353 0.631081 0.550996 0.836983 ,0.000000 0.000000 
0.952195 0.323561 0.031800 0.822718 0.350777 0.939545 0.495299 0.423461 0.481481 0.484562 ,1.000000 1.000000 
0.845596 0.997959 0.608808 0.264383 0.945480 0.992975 0.542545 0.697933 0.850911 0.864211 ,1.000000 1.000000 
0.379841 0.906612 0.956820 0.948934 0.169243 0.642448 0.294052 0.129239 0.361768 0.020142 ,0.000000 0.000000 
0.086829 0.026418 0.942907 0.689150 0.236128 0.885989 0.302864 0.304748 0.683335 0.347871 ,0.000000 0.000000 
0.964223 0.264521 0.111559 0.971595 0.317600 0.299776 0.150445 0.688078 0.595732 0.454557 ,0.000000 0.000000 
0.640548 0.540504 0.237575 0.714090 0.729044 0.314976 0.010384 0.465355 0.850778 0.659774 ,1.000000 1.000000 
0.497306 0.703069 0.988966 0.189756 0.670900 0.056269 0.153370 0.356063 0.069004 0.098176 ,0.000000 0.000000 
0.670364 0.434912 0.778980 0.614116 0.746832 0.557628 0.474973 0.757250 0.986655 0.147160 ,1.000000 1.000000 
0.452400 0.337823 0.681112 0.741567 0.200917 0.631425 0.624606 0.687495 0.945713 0.140953 ,1.000000 1.000000 
0.885257 0.707526 0.471299 0.910495 0.399832 0.153778 0.912836 0.194783 0.358939 0.249622 ,1.000000 1.000000 
0.890393 0.125409 0.979228 0.309900 0.305008 0.477234 0.824430 0.961479 0.542416 0.821489 ,1.000000 1.000000 
0.798121 0.141724 0.133439 0.681689 0.702797 0.005719 0.703865 0.694629 0.753291 0.409082 ,1.000000 1.000000 
0.957751 0.769095 0.830492 0.862489 0.073189 0.827118 0.318802 0.346571 0.084557 0.716601 ,1.000000 1.000000 
0.471436 0.054158 0.152170 0.533492 0.518675 0.876761 0.490710 0.265010 0.199196 0.857736 ,0.000000 0.000000 
0.423010 0.577210 0.574227 0.004432 0.645050 0.085831 0.249406 0.599714 0.376912 0.036135 ,0.000000 0.000000 
0.281258 0.675538 0.037494 0.497627 0.193530 0.793430 0.480696 0.037276 0.162706 0.479875 ,0.000000 0.000000 
0.098613 0.787554 0.812683 0.820384 0.317981 0.421575 0.616608 0.435649 0.642767 0.891264 ,1.000000 1.000000 
0.883461 0.638899 0.895839 0.066205 0.404212 0.240148 0.638394 0.539279 0.742081 0.112662 ,1.000000 1.000000 
0.672878 0.034438 0.904786 0.797216 0.140551 0.744277 0.815064 0.672193 0.959204 0.357458 ,1.000000 1.000000 
0.619088 0.590124 0.875028 0.352140 0.766574 0.805575 0.433157 0.475329 0.974946 0.502647 ,1.000000 1.000000 
0.193811 0.242360 0.293513 0.085965 0.458559 0.050677 0.828853 0.333611 0.298847 0.598938 ,0.000000 0.000000 
0.134264 0.212641 0.095507 0.621704 0.881471 0.006121 0.310413 0.070676 0.478222 0.100197 ,0.000000 0.000000 
0.969366 0.364866 0.139269 0.776214 0.750100 0.932689 0.649925 0.323135 0.173486 0.944542 ,1.000000 1.000000 
0.500663 0.616798 0.915885 0.978161 0.721126 0.928770 0.921461 0.937952 0.700911 0.572388 ,1.000000 1.000000 
0.307903 0.160660 0.638989 0.316595 0.147072 0.930586 0.181651 0.203112 0.728174 0.326317 ,0.000000 0.000000 
0.425660 0.591977 0.457499 0.032806 0.992900 0.564125 0.105370 0.098546 0.659090 0.162102 ,0.000000 0.000000 
0.246173 0.534068 0.732628 0.222970 0.006212 0.778795 0.869151 0.622354 0.837647 0.367147 ,1.000000 1.000000 
0.984051 0.568180 0.093605 0.110696 0.532474 0.830645 0.381275 0.349803 0.088979 0.100929 ,0.000000 0.000000 
0.411929 0.335483 0.546335 0.130488 0.831381 0.329335 0.575896 0.932760 0.554234 0.598928 ,1.000000 1.000000 
0.763450 0.274070 0.850180 0.852371 0.103920 0.523019 0.006506 0.414864 0.061927 0.923184 ,0.000000 0.000000 
0.758137 0.382609 0.377663 0.533488 0.406963 0.182708 0.993729 0.528666 0.892252 0.591406 ,1.000000 1.000000 
0.258748 0.803051 0.434765 0.280967 0.529157 0.660489 0.716194 0.410895 0.808055 0.090194 ,0.000000 0.000000 
0.953881 0.412590 0.454190 0.228880 0.573993 0.089867 0.544645 0.331991 0.480659 0.920035 ,0.000000 0.000000 
0.598406 0.597744 0.568678 0.508568 0.946774 0.292968 0.855368 0.128982 0.926830 0.396743 ,1.000000 1.000000 
0.455298 0.030633 0.342751 0.291583 0.392389 0.010768 0.645487 0.970881 0.750630 0.294285 ,0.000000 0.000000 
0.423297 0.660368 0.603468 0.221038 0.725534 0.350423 0.571634 0.816352 0.836266 0.914083 ,1.000000 1.000000 
0.663128 0.512470 0.785529 0.030928 0.814948 0.729788 0.107075 0.744877 0.174225 0.850065 ,1.000000 1.000000 
